user_id,gender,birth_year,current_age,generation_age,yearly_income,credit_score,credit_score_group,latitude,longitude
1673,Male,1978,41,gen X,34954,772,very good,43.46,-85.95
1957,Male,1979,40,gen X,95945,772,very good,34.15,-118.6
1033,Female,2002,18,gen Z,33844,684,good,43.07,-82.49
1024,Male,1953,66,baby boomer,65573,739,good,37.69,-97.13
1441,Male,1979,40,gen X,48609,737,good,43.07,-89.38
1103,Female,1974,45,gen X,25723,746,very good,47.09,-116.46
431,Female,2000,19,gen Z,51984,691,good,30.62,-87.89
165,Male,1986,34,millennials,107683,694,good,37.83,-122.22
353,Female,1996,24,gen Z,32847,721,good,33.83,-117.2
1758,Male,1963,57,baby boomer,22556,645,fair,32.32,-90.2
1266,Female,1984,35,millennials,46063,618,fair,39.51,-76.17
1943,Female,2000,19,gen Z,95348,706,good,41.71,-72.83
792,Female,1992,28,millennials,45180,698,good,38.71,-95.08
1055,Male,1982,37,millennials,30865,594,fair,28.5,-81.37
1159,Male,1999,20,gen Z,41543,732,good,43.05,-82.67
1115,Male,1966,53,gen X,30198,693,good,32.32,-95.3
38,Female,1974,45,gen X,40006,621,fair,26.63,-81.85
1027,Male,1966,53,gen X,61646,693,good,38.88,-94.81
11,Female,1980,39,millennials,67643,714,good,39.45,-76.81
871,Female,1933,86,silent generation,22650,690,good,42.38,-83.1
746,Male,1956,63,baby boomer,30288,689,good,40.64,-73.94
1520,Male,1952,67,baby boomer,47213,789,very good,37.72,-122.44
1372,Female,1943,76,silent generation,28215,697,good,34.95,-96.75
1799,Male,1987,32,millennials,105515,646,fair,47.75,-122.04
1905,Male,1983,36,millennials,28489,808,excellent,27.48,-82.57
130,Female,1956,63,baby boomer,81048,781,very good,35.19,-80.83
1990,Female,2000,19,gen Z,47263,726,good,38.77,-76.06
593,Male,2000,19,gen Z,33816,635,fair,40.52,-122.32
540,Female,1994,25,millennials,32160,634,fair,42.37,-87.86
1155,Female,1936,83,silent generation,29494,689,good,31.5,-111.06
663,Female,1951,68,baby boomer,70554,655,fair,35.92,-86.84
1987,Male,1956,63,baby boomer,33686,488,poor,42.13,-87.92
1484,Female,1927,92,silent generation,57732,726,good,32.28,-110.73
417,Male,1998,21,gen Z,21879,762,very good,35.1,-90.0
298,Male,1991,28,millennials,51041,686,good,40.79,-77.85
306,Male,2002,18,gen Z,70380,725,good,42.28,-71.16
607,Male,1994,25,millennials,42617,771,very good,41.92,-87.81
1769,Male,1944,75,silent generation,46031,661,fair,39.69,-74.25
698,Female,1964,55,baby boomer,65094,699,good,42.62,-73.83
896,Female,1993,27,millennials,37268,626,fair,38.04,-84.45
1975,Female,1967,53,gen X,38972,738,good,41.55,-73.03
645,Female,1957,63,baby boomer,26661,750,very good,33.91,-118.23
227,Male,1971,48,gen X,82295,736,good,44.96,-93.26
84,Male,1972,47,gen X,25748,738,good,36.49,-81.5
1684,Male,1963,56,baby boomer,27861,782,very good,36.34,-83.28
745,Male,2001,18,gen Z,48561,752,very good,34.06,-117.17
1508,Female,1953,66,baby boomer,38999,747,very good,39.16,-86.52
1158,Male,1957,62,baby boomer,33112,716,good,35.78,-78.11
1427,Female,1985,34,millennials,100880,770,very good,35.19,-80.83
352,Male,1997,22,gen Z,37058,680,good,34.21,-119.18
1948,Male,1995,24,gen Z,47234,685,good,38.95,-76.95
724,Female,1974,45,gen X,35142,731,good,35.97,-96.76
543,Female,1976,43,gen X,30721,749,very good,43.37,-124.14
1559,Female,1963,56,baby boomer,58846,746,very good,34.05,-84.67
1199,Male,1990,29,millennials,39069,720,good,42.93,-75.38
1745,Female,2000,20,gen Z,49449,728,good,33.94,-83.99
1950,Female,1980,39,millennials,22312,720,good,36.69,-84.47
1397,Male,1987,32,millennials,36388,710,good,36.88,-94.87
873,Female,1967,52,gen X,45037,710,good,28.24,-81.28
1728,Female,1972,47,gen X,38615,601,fair,44.35,-89.07
299,Male,1979,40,gen X,28229,622,fair,40.84,-73.87
1742,Female,1961,58,baby boomer,50232,751,very good,40.05,-86.03
1004,Male,1960,59,baby boomer,34350,705,good,37.2,-87.17
301,Male,1972,47,gen X,52308,679,good,34.24,-84.49
1011,Female,1992,27,millennials,32061,676,good,27.75,-82.64
906,Male,1945,75,silent generation,21154,705,good,40.57,-112.33
110,Female,1967,52,gen X,52186,737,good,30.26,-97.74
1073,Female,1976,43,gen X,35264,770,very good,41.19,-85.7
705,Female,1935,84,silent generation,79870,609,fair,37.91,-122.01
820,Female,1949,70,baby boomer,41902,633,fair,41.7,-70.3
1188,Female,1995,24,gen Z,63969,626,fair,36.3,-115.24
1128,Male,1972,47,gen X,34606,680,good,44.53,-72.0
1479,Male,1987,32,millennials,26631,805,excellent,33.72,-84.42
1594,Male,1980,39,millennials,35978,643,fair,27.98,-80.66
1485,Male,1955,64,baby boomer,49756,618,fair,33.41,-96.57
1390,Male,1982,37,millennials,60897,850,excellent,36.17,-86.78
644,Female,1961,58,baby boomer,41963,741,very good,34.42,-84.11
1912,Female,1982,37,millennials,44976,684,good,44.96,-93.26
1584,Male,1992,27,millennials,46733,692,good,32.69,-97.01
1803,Female,1993,26,millennials,47160,578,poor,41.66,-70.34
1824,Male,1996,23,gen Z,50433,838,excellent,40.44,-86.91
340,Male,1999,20,gen Z,51713,809,excellent,47.3,-122.37
650,Male,1974,45,gen X,24215,707,good,32.75,-97.33
762,Male,1970,49,gen X,37298,683,good,40.63,-82.96
1061,Male,1994,25,millennials,40457,739,good,33.44,-111.8
1931,Male,1961,58,baby boomer,82974,503,poor,42.41,-71.16
702,Female,1973,46,gen X,71103,721,good,40.84,-73.4
918,Female,1976,43,gen X,29194,703,good,40.32,-80.21
1137,Male,1967,52,gen X,33465,669,fair,35.32,-82.46
66,Female,1999,20,gen Z,31314,721,good,41.23,-80.81
1406,Male,1983,36,millennials,23718,712,good,36.12,-95.91
437,Female,1973,46,gen X,72670,718,good,39.04,-76.49
806,Female,1995,24,gen Z,77972,686,good,40.11,-83.13
891,Female,1981,38,millennials,34854,746,very good,35.44,-94.35
1191,Female,1994,25,millennials,36902,711,good,45.19,-123.24
701,Female,1991,28,millennials,53984,701,good,27.75,-82.64
1147,Male,1939,80,silent generation,104692,704,good,40.6,-74.76
1625,Female,1995,24,gen Z,101191,659,fair,47.67,-122.18
1664,Male,1981,38,millennials,69566,791,very good,42.27,-83.73
1273,Male,1998,21,gen Z,49382,762,very good,41.88,-87.97
1009,Female,1979,41,gen X,28733,702,good,36.01,-82.15
1341,Male,1932,87,silent generation,30349,686,good,41.15,-85.48
925,Male,1988,31,millennials,58538,610,fair,38.76,-89.97
824,Female,1987,32,millennials,36901,695,good,27.75,-82.64
563,Male,1950,70,baby boomer,49531,737,good,39.87,-75.92
1612,Male,1951,68,baby boomer,35370,562,poor,41.83,-87.68
1700,Female,1975,45,gen X,38666,822,excellent,40.81,-81.93
963,Female,1995,24,gen Z,41714,687,good,42.63,-71.32
904,Male,1987,32,millennials,24505,759,very good,37.96,-76.51
1586,Male,1977,43,gen X,56640,672,good,40.66,-73.7
1286,Female,1966,53,gen X,61578,602,fair,42.76,-78.74
719,Female,1966,53,gen X,50139,767,very good,42.27,-89.06
1469,Male,1998,21,gen Z,34646,759,very good,39.12,-97.7
930,Male,1998,22,gen Z,25024,691,good,32.75,-97.33
1814,Female,1979,41,gen X,32856,703,good,41.83,-87.68
1723,Female,1978,41,gen X,36080,839,excellent,39.16,-89.48
1377,Female,1987,32,millennials,29637,569,poor,32.91,-96.62
470,Male,1964,56,baby boomer,28553,747,very good,35.14,-96.49
1804,Male,2001,18,gen Z,43499,701,good,41.56,-70.55
229,Female,1984,35,millennials,59248,725,good,41.8,-91.49
1512,Male,1975,44,gen X,67008,778,very good,39.77,-86.14
1543,Female,1988,31,millennials,105963,684,good,34.14,-118.46
147,Male,1989,30,millennials,56383,800,excellent,32.35,-86.28
1941,Male,1981,38,millennials,38609,740,very good,33.14,-95.95
901,Male,1971,48,gen X,36671,850,excellent,30.44,-87.18
191,Male,1991,28,millennials,39860,728,good,33.71,-84.53
12,Female,2002,18,gen Z,37785,748,very good,38.06,-78.9
1828,Male,1969,50,gen X,2466,711,good,41.83,-87.68
29,Female,1951,68,baby boomer,27358,665,fair,42.47,-70.96
181,Female,1994,26,millennials,51024,602,fair,33.86,-84.68
995,Female,1979,40,gen X,101679,592,fair,35.46,-97.51
1218,Male,1999,20,gen Z,27801,754,very good,33.92,-118.2
186,Female,1958,61,baby boomer,38536,705,good,36.1,-115.02
171,Female,1976,43,gen X,49577,694,good,34.83,-82.37
1401,Male,1995,24,gen Z,36672,739,good,36.81,-119.75
1314,Male,1976,43,gen X,39404,723,good,29.7,-98.11
1560,Female,1958,61,baby boomer,18452,741,very good,42.61,-94.14
613,Female,1980,39,millennials,56562,712,good,41.87,-88.01
346,Female,1929,90,silent generation,48580,687,good,34.43,-119.68
812,Female,1978,41,gen X,41469,659,fair,42.78,-72.48
13,Female,1967,52,gen X,32378,588,fair,37.89,-85.96
602,Male,1963,57,baby boomer,34437,681,good,36.34,-79.67
657,Female,1936,83,silent generation,33897,705,good,44.45,-95.78
909,Male,1981,38,millennials,49023,583,fair,47.11,-122.76
183,Female,1995,24,gen Z,38609,798,very good,41.83,-87.68
1792,Female,2001,18,gen Z,30712,723,good,44.02,-72.23
1599,Male,1997,22,gen Z,32645,790,very good,31.84,-106.43
1267,Female,1938,81,silent generation,31912,630,fair,47.83,-122.32
411,Male,1990,30,millennials,37521,775,very good,43.97,-75.91
350,Female,1957,62,baby boomer,58463,737,good,39.14,-76.77
1323,Female,1983,36,millennials,31414,719,good,32.34,-108.7
934,Female,1987,32,millennials,41106,762,very good,42.38,-76.39
421,Female,1967,53,gen X,45876,790,very good,41.97,-91.66
223,Female,1982,37,millennials,58637,803,excellent,38.78,-121.37
1402,Male,1984,35,millennials,96574,590,fair,34.72,-92.35
1650,Male,2002,18,gen Z,44128,687,good,40.71,-74.06
354,Female,1942,77,silent generation,31942,713,good,38.86,-104.76
314,Male,1992,27,millennials,57927,557,poor,39.0,-77.4
1457,Male,1999,20,gen Z,45725,688,good,41.57,-93.61
1613,Male,1980,39,millennials,44134,792,very good,44.44,-69.83
945,Male,2001,19,gen Z,56579,705,good,32.79,-117.25
586,Male,1983,37,millennials,46864,751,very good,35.57,-82.54
119,Female,1975,44,gen X,56605,624,fair,36.16,-115.28
1312,Female,1988,31,millennials,51209,765,very good,37.3,-121.8
1529,Male,1968,51,gen X,76305,692,good,26.23,-80.13
326,Male,2001,18,gen Z,61325,652,fair,40.26,-80.18
1596,Male,1977,42,gen X,31772,734,good,34.28,-118.44
714,Female,1958,61,baby boomer,73383,760,very good,45.34,-122.66
887,Male,1964,55,baby boomer,53287,816,excellent,42.25,-71.9
1425,Female,1931,88,silent generation,19225,809,excellent,35.33,-89.88
1645,Female,1957,62,baby boomer,60541,716,good,41.47,-81.85
1863,Female,1975,44,gen X,44124,850,excellent,42.29,-85.22
1576,Female,1932,88,silent generation,36764,712,good,42.66,-83.38
1268,Male,1972,47,gen X,29597,513,poor,34.2,-86.15
1565,Female,1983,37,millennials,38656,584,fair,39.09,-84.51
1842,Male,1974,45,gen X,31373,637,fair,35.11,-106.62
664,Female,1997,22,gen Z,33681,697,good,40.86,-76.78
485,Male,1980,39,millennials,38211,665,fair,35.48,-120.92
244,Female,1979,40,gen X,26802,638,fair,30.58,-84.58
145,Female,1962,58,baby boomer,25334,696,good,36.18,-82.07
866,Male,1985,34,millennials,61904,639,fair,40.43,-79.97
1424,Female,1918,101,greatest generation,15348,761,very good,35.13,-112.99
427,Female,1975,44,gen X,32527,705,good,36.15,-85.5
684,Male,1969,51,gen X,44170,661,fair,26.14,-80.13
1643,Female,1991,28,millennials,46077,686,good,45.47,-122.37
1300,Male,1961,58,baby boomer,23092,752,very good,31.13,-93.27
283,Male,2000,19,gen Z,30710,680,good,40.75,-103.06
355,Female,1997,22,gen Z,40491,691,good,35.87,-96.05
1669,Male,1975,44,gen X,51454,698,good,38.66,-121.62
937,Female,1973,47,gen X,94133,603,fair,41.01,-73.84
845,Male,1961,58,baby boomer,36710,786,very good,30.42,-86.61
1518,Male,1957,62,baby boomer,37785,745,very good,34.47,-86.8
1591,Female,1961,58,baby boomer,33717,698,good,48.28,-122.62
1172,Male,1970,50,gen X,29994,769,very good,38.02,-121.3
1629,Female,1977,42,gen X,29422,598,fair,26.14,-80.13
675,Male,1980,40,millennials,35489,724,good,39.92,-77.8
577,Female,1992,28,millennials,33106,763,very good,32.07,-110.92
854,Female,1994,26,millennials,59699,688,good,41.64,-88.44
1261,Male,1961,58,baby boomer,68787,527,poor,45.54,-122.64
1227,Female,1954,65,baby boomer,67344,804,excellent,42.37,-83.46
840,Female,1952,68,baby boomer,88432,694,good,37.74,-122.44
733,Male,1983,36,millennials,53138,606,fair,31.49,-97.23
454,Female,1931,88,silent generation,38523,751,very good,46.87,-96.81
961,Male,1944,76,silent generation,26660,721,good,28.2,-82.59
768,Female,1966,53,gen X,69412,620,fair,40.13,-75.06
817,Male,1993,26,millennials,65888,803,excellent,30.06,-89.93
78,Male,1983,37,millennials,25205,688,good,33.95,-118.29
1334,Female,1981,38,millennials,39627,718,good,43.0,-78.87
1610,Female,1978,42,gen X,27967,690,good,32.32,-90.2
108,Female,1969,50,gen X,38142,768,very good,31.44,-93.45
1308,Female,1984,36,millennials,58964,619,fair,47.36,-122.1
780,Male,1945,74,silent generation,58378,652,fair,42.35,-71.22
1340,Male,1966,53,gen X,53872,691,good,29.76,-95.38
1888,Female,1944,75,silent generation,41513,748,very good,44.65,-93.17
247,Female,1970,49,gen X,54587,761,very good,30.21,-93.2
238,Male,1997,22,gen Z,41595,675,good,41.41,-82.31
915,Male,1975,44,gen X,44953,728,good,43.08,-76.37
1927,Male,1991,28,millennials,35199,739,good,41.07,-85.13
1658,Female,1991,28,millennials,28324,695,good,41.84,-87.75
1208,Male,1981,38,millennials,33387,526,poor,40.59,-77.57
1255,Male,1995,24,gen Z,31006,681,good,35.37,-85.38
85,Male,1990,29,millennials,32636,782,very good,34.92,-76.89
1382,Male,1961,58,baby boomer,25883,706,good,32.79,-96.76
1932,Female,1993,26,millennials,19069,658,fair,32.59,-116.58
1217,Female,1960,59,baby boomer,44992,785,very good,33.62,-112.0
514,Male,1961,58,baby boomer,32295,698,good,28.08,-80.6
232,Female,1962,57,baby boomer,69159,786,very good,41.58,-73.8
445,Female,1977,42,gen X,12643,645,fair,43.88,-85.8
1206,Female,1985,34,millennials,87030,727,good,37.89,-122.03
1276,Female,1937,82,silent generation,41793,730,good,41.83,-87.68
875,Male,1981,39,millennials,41907,728,good,33.23,-87.54
1546,Male,1971,48,gen X,40336,668,fair,43.3,-71.33
422,Female,2000,19,gen Z,31683,817,excellent,39.98,-82.98
519,Female,1962,57,baby boomer,39508,770,very good,36.14,-115.03
1408,Male,1978,42,gen X,24859,683,good,33.31,-81.13
1204,Male,1977,42,gen X,69440,743,very good,42.09,-70.7
276,Male,1995,25,gen Z,21666,610,fair,27.53,-99.48
1133,Female,1989,30,millennials,46599,684,good,43.11,-77.8
1035,Male,1997,22,gen Z,50525,701,good,38.62,-121.32
710,Female,1959,60,baby boomer,52397,729,good,42.12,-89.25
582,Male,1966,53,gen X,39222,583,fair,41.36,-85.23
821,Male,1946,73,baby boomer,18015,645,fair,29.76,-95.38
1352,Female,1954,65,baby boomer,42102,672,good,44.75,-85.6
831,Male,1983,36,millennials,37316,726,good,41.29,-91.55
936,Female,2001,18,gen Z,41717,718,good,35.15,-119.06
578,Male,1944,75,silent generation,20797,777,very good,38.04,-84.45
1997,Male,1943,76,silent generation,38800,758,very good,44.92,-93.4
258,Male,1968,51,gen X,29622,694,good,37.27,-79.95
851,Female,1931,88,silent generation,31399,757,very good,38.21,-85.23
1951,Female,1971,48,gen X,63355,708,good,39.13,-76.69
1978,Female,2000,19,gen Z,31197,844,excellent,32.76,-94.34
1897,Male,1981,38,millennials,104049,741,very good,40.87,-73.4
972,Male,1984,35,millennials,50177,681,good,31.84,-106.43
1010,Female,1979,40,gen X,34344,548,poor,34.17,-82.02
1243,Female,1989,31,millennials,34884,705,good,40.27,-76.88
1976,Female,1986,33,millennials,56897,699,good,39.61,-76.85
91,Female,1981,38,millennials,72647,739,good,39.73,-75.53
1606,Male,1970,49,gen X,51755,806,excellent,30.68,-88.04
1201,Male,1959,60,baby boomer,115465,715,good,42.36,-71.36
1887,Male,2002,18,gen Z,35731,503,poor,26.63,-81.85
195,Female,2002,18,gen Z,64936,688,good,28.75,-81.33
874,Male,1995,24,gen Z,62711,798,very good,39.38,-119.67
1317,Female,1978,41,gen X,30910,749,very good,39.39,-74.51
1311,Male,1992,27,millennials,43264,729,good,47.54,-122.58
785,Male,2001,18,gen Z,48909,740,very good,38.16,-121.93
662,Female,1987,32,millennials,85694,822,excellent,41.86,-88.06
847,Female,1938,81,silent generation,27864,591,fair,35.78,-95.24
685,Male,1998,21,gen Z,44513,778,very good,44.26,-88.39
617,Female,1992,27,millennials,58026,691,good,38.03,-78.48
23,Female,2001,18,gen Z,63600,645,fair,29.8,-98.73
339,Female,2000,19,gen Z,31797,843,excellent,32.61,-90.03
280,Female,1979,40,gen X,44585,684,good,37.92,-122.34
1473,Female,1968,51,gen X,41427,850,excellent,37.04,-93.29
65,Female,1968,51,gen X,34517,645,fair,33.99,-81.08
1353,Female,1970,50,gen X,43294,816,excellent,40.46,-111.63
736,Female,1992,27,millennials,61317,741,very good,39.99,-105.09
1670,Male,1951,68,baby boomer,50184,732,good,33.82,-118.11
1776,Male,1972,47,gen X,43133,693,good,40.04,-82.12
1474,Female,1996,23,gen Z,44361,705,good,42.5,-96.39
951,Female,1962,57,baby boomer,26664,709,good,33.91,-118.23
1818,Female,1934,85,silent generation,41843,500,poor,36.73,-76.04
1450,Male,1998,22,gen Z,49952,780,very good,28.08,-80.6
1524,Male,1993,26,millennials,99883,732,good,42.19,-88.08
1789,Female,1979,40,gen X,38527,684,good,38.22,-86.86
767,Female,1988,32,millennials,36729,686,good,43.28,-72.47
678,Female,1957,63,baby boomer,29477,850,excellent,42.88,-78.85
471,Male,1967,52,gen X,71645,629,fair,38.57,-121.17
757,Female,1957,62,baby boomer,46232,691,good,40.64,-73.94
1724,Female,1999,20,gen Z,36775,850,excellent,41.71,-86.87
1603,Male,1978,41,gen X,38812,762,very good,44.65,-114.15
224,Female,1999,20,gen Z,40130,798,very good,40.69,-73.85
808,Female,1981,38,millennials,36045,683,good,40.78,-73.24
1326,Female,1968,52,gen X,66489,731,good,40.49,-74.48
158,Female,1989,31,millennials,41475,747,very good,45.2,-122.06
1928,Male,1963,56,baby boomer,55682,750,very good,45.79,-122.69
1575,Female,1968,51,gen X,57646,724,good,27.19,-82.49
1608,Female,2000,19,gen Z,39556,572,poor,31.85,-102.36
1455,Male,1983,36,millennials,34330,713,good,32.72,-117.09
1916,Male,1937,82,silent generation,10142,767,very good,30.65,-84.69
1617,Male,1989,30,millennials,76867,659,fair,39.2,-76.85
143,Female,1997,22,gen Z,52379,771,very good,41.55,-87.66
1176,Male,1980,39,millennials,57348,527,poor,37.94,-87.4
1194,Male,1970,49,gen X,38041,782,very good,35.06,-85.25
423,Female,1991,28,millennials,53053,696,good,33.62,-112.05
580,Male,1984,35,millennials,36857,768,very good,40.55,-84.57
4,Female,1965,54,gen X,76431,716,good,47.61,-122.3
530,Male,1941,78,silent generation,18100,682,good,34.06,-117.39
1826,Female,1974,45,gen X,16628,654,fair,28.92,-81.92
595,Male,1941,79,silent generation,29041,699,good,36.5,-78.55
1022,Female,1972,47,gen X,35876,635,fair,34.98,-80.54
1108,Male,2000,19,gen Z,81995,685,good,40.83,-74.24
246,Female,1969,50,gen X,82298,791,very good,44.96,-93.26
270,Male,1989,30,millennials,61916,655,fair,39.02,-84.56
1945,Female,1964,56,baby boomer,30042,727,good,34.72,-92.35
1540,Female,1964,55,baby boomer,44839,625,fair,39.33,-84.54
1149,Male,1994,25,millennials,60638,661,fair,26.14,-80.13
1438,Female,1994,26,millennials,30049,700,good,41.47,-81.67
409,Female,1965,54,gen X,29699,711,good,42.49,-92.35
